rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
165,sarsa_064,sarsa,20000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.08364,-0.0894978312616341,-0.07778216873836591,0.417259,0.8342188655002246
166,sarsa_081,sarsa,50000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.083978,-0.08797294480776226,-0.07998305519223774,0.41753399999999996,2.0945299402002093
167,q_learning_128,q_learning,20000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.084068,-0.09217040062001929,-0.07596559937998072,0.414882,0.8591446169001756
168,sarsa_083,sarsa,200000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.084824,-0.09196271667700076,-0.07768528332299923,0.417048,8.207763832800083
169,sarsa_066,sarsa,100000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.085012,-0.09165411441777725,-0.07836988558222276,0.415841,4.115647983100098
170,monte_carlo_004,monte_carlo,20000,"epsilon=0.1, gamma=1.0",10,-0.085217,-0.08855403717159732,-0.08187996282840268,0.417762,0.8759886160999031
171,q_learning_144,q_learning,20000,"epsilon=0.2, alpha=0.2, gamma=1.0",10,-0.085315,-0.09231722431815619,-0.07831277568184382,0.415611,0.8712040241999602
172,sarsa_048,sarsa,20000,"epsilon=0.1, alpha=0.2, gamma=1.0",10,-0.085847,-0.09262179704317243,-0.07907220295682758,0.413675,0.8498828371999935
173,q_learning_179,q_learning,200000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.086362,-0.09278313257128021,-0.07994086742871978,0.415177,8.096146024999962
174,q_learning_178,q_learning,100000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.087598,-0.09658036340169879,-0.0786156365983012,0.41529099999999997,4.175967701700301
175,sarsa_080,sarsa,20000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.087813,-0.09417599378735793,-0.08145000621264208,0.41468700000000003,0.8329583971001739
176,sarsa_099,sarsa,200000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.087994,-0.09282506952306745,-0.08316293047693256,0.416447,8.271589577099984
177,sarsa_098,sarsa,100000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.088182,-0.09240089138752508,-0.08396310861247491,0.416596,4.07419161279986
178,q_learning_160,q_learning,20000,"epsilon=0.3, alpha=0.2, gamma=1.0",10,-0.091098,-0.09436385225047851,-0.08783214774952149,0.413415,0.8392014652001307
179,sarsa_096,sarsa,20000,"epsilon=0.4, alpha=0.2, gamma=1.0",10,-0.093325,-0.09929128582330192,-0.08735871417669809,0.414111,0.8283007914000337
180,monte_carlo_000,monte_carlo,20000,"epsilon=0.05, gamma=1.0",10,-0.094086,-0.10140438279140959,-0.08676761720859041,0.414119,0.7120516085999953
