rank,configuration_id,algorithm,training_episodes,parameters,seeds,mean_reward,reward_ci_95_lower,reward_ci_95_upper,win_rate,training_seconds
66,sarsa_036,sarsa,50000,"epsilon=0.25, alpha=0.01, gamma=1.0",10,-0.060740999999999996,-0.06313959025740815,-0.05834240974259184,0.427335,2.13380505659984
67,q_learning_091,q_learning,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.061857999999999996,-0.06512935789015985,-0.058586642109840145,0.426026,2.1704255023000316
68,sarsa_041,sarsa,50000,"epsilon=0.3, alpha=0.005, gamma=1.0",10,-0.061878,-0.06457205040078236,-0.05918394959921765,0.427196,2.05084386690005
69,sarsa_031,sarsa,50000,"epsilon=0.25, alpha=0.005, gamma=1.0",10,-0.062176,-0.06500333077934334,-0.05934866922065666,0.42632,2.148521960500011
70,q_learning_061,q_learning,50000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.062187,-0.06436313760925176,-0.06001086239074823,0.425632,2.1064819249999345
71,monte_carlo_006,monte_carlo,50000,"epsilon=0.25, gamma=1.0",10,-0.062494999999999995,-0.06641529752759773,-0.05857470247240226,0.427662,2.191129251200027
72,sarsa_051,sarsa,50000,"epsilon=1.0->0.05 linear (80%), alpha=0.005, gamma=1.0",10,-0.06265799999999999,-0.06513853175575093,-0.06017746824424904,0.425696,2.1680336786998398
73,monte_carlo_011,monte_carlo,50000,"epsilon=0.3, gamma=1.0",10,-0.062766,-0.06549116321204193,-0.060040836787958074,0.427583,2.353417068499971
74,sarsa_026,sarsa,50000,"epsilon=0.2, alpha=0.01, gamma=1.0",10,-0.063338,-0.06714890156579488,-0.05952709843420514,0.425477,2.149075074899997
75,sarsa_021,sarsa,50000,"epsilon=0.2, alpha=0.005, gamma=1.0",10,-0.063365,-0.0662560295290394,-0.060473970470960606,0.426185,2.138967128400009
76,sarsa_046,sarsa,50000,"epsilon=0.3, alpha=0.01, gamma=1.0",10,-0.063572,-0.06604912744160561,-0.061094872558394395,0.426385,2.093023258299991
77,q_learning_095,q_learning,20000,"epsilon=1.0->0.05 linear (80%), alpha=0.01, gamma=1.0",10,-0.06622499999999999,-0.06952783521747267,-0.06292216478252731,0.424985,0.8695094400000016
